degree,essay_text_len,clevel,gen,sgroup,test_preparation
69,695,Intermediate Level,Female,ClassD,0
60,0,Beginner Level,Female,ClassD,0
81,812,Intermediate Level,Female,ClassD,1
51,513,Beginner Level,Female,ClassD,0
77,773,Beginner Level,Female,ClassD,0
73,0,Intermediate Level,Female,ClassD,0
71,715,Intermediate Level,Female,ClassD,0
57,572,Expert Level,Female,ClassD,0
72,0,Beginner Level,Female,ClassD,0
71,714,Intermediate Level,Male,ClassE,0
91,0,Intermediate Level,Male,ClassE,1
80,0,Beginner Level,Male,ClassE,0
75,755,Intermediate Level,Male,ClassE,0
88,0,Beginner Level,Male,ClassE,1
79,793,Beginner Level,Male,ClassE,0
96,967,Intermediate Level,Male,ClassE,1
75,0,Intermediate Level,Male,ClassE,0
75,755,Expert Level,Male,ClassE,0
71,0,Beginner Level,Male,ClassE,0
79,794,Intermediate Level,Female,ClassB,0
45,453,Intermediate Level,Female,ClassB,0
89,893,Beginner Level,Female,ClassB,1
85,852,Intermediate Level,Female,ClassB,1
83,834,Beginner Level,Female,ClassB,1
88,0,Beginner Level,Female,ClassB,1
71,716,Intermediate Level,Female,ClassB,0
89,892,Intermediate Level,Female,ClassB,1
72,0,Expert Level,Female,ClassB,0
57,573,Beginner Level,Female,ClassB,0
80,804,Intermediate Level,Male,ClassB,0
51,514,Intermediate Level,Male,ClassB,0
50,0,Beginner Level,Male,ClassB,0
74,743,Intermediate Level,Male,ClassB,0
71,0,Beginner Level,Male,ClassB,0
81,0,Beginner Level,Male,ClassB,1
78,783,Intermediate Level,Male,ClassB,0
41,415,Intermediate Level,Male,ClassB,0
75,755,Expert Level,Male,ClassB,0
72,727,Beginner Level,Male,ClassB,0
64,0,Intermediate Level,Female,ClassD,0
50,504,Intermediate Level,Female,ClassD,0
87,0,Beginner Level,Female,ClassD,1
70,704,Intermediate Level,Female,ClassD,0
69,693,Beginner Level,Female,ClassD,0
64,0,Beginner Level,Female,ClassD,0
83,836,Intermediate Level,Female,ClassD,1
88,886,Intermediate Level,Female,ClassD,1
68,686,Expert Level,Female,ClassD,0
53,0,Beginner Level,Female,ClassD,0
70,704,Intermediate Level,Female,ClassE,0
87,872,Intermediate Level,Female,ClassE,1
85,855,Beginner Level,Female,ClassE,1
70,0,Intermediate Level,Female,ClassE,0
79,796,Beginner Level,Female,ClassE,0
80,0,Beginner Level,Female,ClassE,0
85,853,Intermediate Level,Female,ClassE,1
82,825,Intermediate Level,Female,ClassE,1
99,995,Expert Level,Female,ClassE,1
97,0,Beginner Level,Female,ClassE,1
85,0,Intermediate Level,Male,ClassB,1
51,516,Intermediate Level,Male,ClassB,0
85,853,Beginner Level,Male,ClassB,1
41,413,Intermediate Level,Male,ClassB,0
41,414,Beginner Level,Male,ClassB,0
52,524,Beginner Level,Male,ClassB,0
78,783,Intermediate Level,Male,ClassB,0
81,0,Intermediate Level,Male,ClassB,1
88,887,Expert Level,Male,ClassB,1
83,834,Beginner Level,Male,ClassB,1
65,657,Intermediate Level,Male,ClassD,0
71,0,Intermediate Level,Male,ClassD,0
89,892,Beginner Level,Male,ClassD,1
87,874,Intermediate Level,Male,ClassD,1
74,743,Beginner Level,Male,ClassD,0
61,614,Beginner Level,Male,ClassD,0
88,884,Intermediate Level,Male,ClassD,1
67,0,Intermediate Level,Male,ClassD,0
60,605,Expert Level,Male,ClassD,0
64,645,Beginner Level,Male,ClassD,0
48,0,Intermediate Level,Male,ClassA,0
66,0,Intermediate Level,Male,ClassA,0
36,365,Beginner Level,Male,ClassA,0
45,457,Intermediate Level,Male,ClassA,0
53,534,Beginner Level,Male,ClassA,0
57,574,Beginner Level,Male,ClassA,0
47,0,Intermediate Level,Male,ClassA,0
60,603,Intermediate Level,Male,ClassA,0
71,0,Expert Level,Male,ClassA,0
75,754,Beginner Level,Male,ClassA,0
88,885,Intermediate Level,Male,ClassD,1
58,586,Intermediate Level,Male,ClassD,0
56,563,Beginner Level,Male,ClassD,0
84,846,Intermediate Level,Male,ClassD,1
51,516,Beginner Level,Male,ClassD,0
95,956,Beginner Level,Male,ClassD,1
54,544,Intermediate Level,Male,ClassD,0
85,0,Intermediate Level,Male,ClassD,1
69,694,Expert Level,Male,ClassD,0
79,793,Beginner Level,Male,ClassD,0
72,0,Intermediate Level,Male,ClassC,0
89,0,Intermediate Level,Male,ClassC,1
62,0,Beginner Level,Male,ClassC,0
86,0,Intermediate Level,Male,ClassC,1
72,0,Beginner Level,Male,ClassC,0
88,0,Beginner Level,Male,ClassC,1
63,0,Intermediate Level,Male,ClassC,0
89,0,Intermediate Level,Male,ClassC,1
64,642,Expert Level,Male,ClassC,0
74,746,Beginner Level,Male,ClassC,0
87,874,Intermediate Level,Female,ClassB,1
50,0,Intermediate Level,Female,ClassB,0
89,0,Beginner Level,Female,ClassB,1
89,894,Intermediate Level,Female,ClassB,1
58,0,Beginner Level,Female,ClassB,0
93,937,Beginner Level,Female,ClassB,1
76,763,Intermediate Level,Female,ClassB,0
70,0,Intermediate Level,Female,ClassB,0
45,456,Expert Level,Female,ClassB,0
83,0,Beginner Level,Female,ClassB,1
88,886,Intermediate Level,Female,ClassD,1
89,892,Intermediate Level,Female,ClassD,1
70,703,Beginner Level,Female,ClassD,0
55,556,Intermediate Level,Female,ClassD,0
61,616,Beginner Level,Female,ClassD,0
53,0,Beginner Level,Female,ClassD,0
99,995,Intermediate Level,Female,ClassD,1
50,507,Intermediate Level,Female,ClassD,0
69,697,Expert Level,Female,ClassD,0
64,646,Beginner Level,Female,ClassD,0
72,725,Intermediate Level,Male,ClassD,0
61,0,Intermediate Level,Male,ClassD,0
63,636,Beginner Level,Male,ClassD,0
74,744,Intermediate Level,Male,ClassD,0
81,814,Beginner Level,Male,ClassD,1
78,783,Beginner Level,Male,ClassD,0
82,822,Intermediate Level,Male,ClassD,1
54,543,Intermediate Level,Male,ClassD,0
82,0,Expert Level,Male,ClassD,1
63,0,Beginner Level,Male,ClassD,0
81,0,Intermediate Level,Male,ClassD,1
50,502,Intermediate Level,Male,ClassD,0
84,846,Beginner Level,Male,ClassD,1
73,0,Intermediate Level,Male,ClassD,0
63,632,Beginner Level,Male,ClassD,0
84,0,Beginner Level,Male,ClassD,1
75,0,Intermediate Level,Male,ClassD,0
69,697,Intermediate Level,Male,ClassD,0
62,625,Expert Level,Male,ClassD,0
81,814,Beginner Level,Male,ClassD,1
76,766,Intermediate Level,Male,ClassD,0
53,534,Intermediate Level,Male,ClassD,0
67,676,Beginner Level,Male,ClassD,0
88,884,Intermediate Level,Male,ClassD,1
58,583,Beginner Level,Male,ClassD,0
84,0,Beginner Level,Male,ClassD,1
72,0,Intermediate Level,Male,ClassD,0
66,664,Intermediate Level,Male,ClassD,0
82,823,Expert Level,Male,ClassD,1
67,0,Beginner Level,Male,ClassD,0
55,0,Intermediate Level,Male,ClassD,0
52,0,Intermediate Level,Male,ClassD,0
81,816,Beginner Level,Male,ClassD,1
54,0,Intermediate Level,Male,ClassD,0
74,0,Beginner Level,Male,ClassD,0
87,875,Beginner Level,Male,ClassD,1
85,0,Intermediate Level,Male,ClassD,1
70,703,Intermediate Level,Male,ClassD,0
77,774,Expert Level,Male,ClassD,0
78,785,Beginner Level,Male,ClassD,0
88,884,Intermediate Level,Male,ClassC,1
73,733,Intermediate Level,Male,ClassC,0
73,0,Beginner Level,Male,ClassC,0
62,626,Intermediate Level,Male,ClassC,0
85,854,Beginner Level,Male,ClassC,1
85,857,Beginner Level,Male,ClassC,1
71,0,Intermediate Level,Male,ClassC,0
85,855,Intermediate Level,Male,ClassC,1
74,745,Expert Level,Male,ClassC,0
68,684,Beginner Level,Male,ClassC,0
79,796,Intermediate Level,Female,ClassE,0
71,0,Intermediate Level,Female,ClassE,0
86,863,Beginner Level,Female,ClassE,1
83,0,Intermediate Level,Female,ClassE,1
73,732,Beginner Level,Female,ClassE,0
84,843,Beginner Level,Female,ClassE,1
94,946,Intermediate Level,Female,ClassE,1
84,0,Intermediate Level,Female,ClassE,1
82,823,Expert Level,Female,ClassE,1
91,915,Beginner Level,Female,ClassE,1
83,837,Intermediate Level,Male,ClassD,1
67,0,Intermediate Level,Male,ClassD,0
65,0,Beginner Level,Male,ClassD,0
69,0,Intermediate Level,Male,ClassD,0
65,652,Beginner Level,Male,ClassD,0
76,765,Beginner Level,Male,ClassD,0
80,804,Intermediate Level,Male,ClassD,0
59,0,Intermediate Level,Male,ClassD,0
53,532,Expert Level,Male,ClassD,0
79,793,Beginner Level,Male,ClassD,0
89,893,Intermediate Level,Male,ClassB,1
84,844,Intermediate Level,Male,ClassB,1
82,822,Beginner Level,Male,ClassB,1
74,0,Intermediate Level,Male,ClassB,0
70,0,Beginner Level,Male,ClassB,0
42,423,Beginner Level,Male,ClassB,0
59,0,Intermediate Level,Male,ClassB,0
85,855,Intermediate Level,Male,ClassB,1
54,544,Expert Level,Male,ClassB,0
89,894,Beginner Level,Male,ClassB,1
55,0,Intermediate Level,Male,ClassA,0
53,537,Intermediate Level,Male,ClassA,0
41,0,Beginner Level,Male,ClassA,0
56,0,Intermediate Level,Male,ClassA,0
53,535,Beginner Level,Male,ClassA,0
78,783,Beginner Level,Male,ClassA,0
51,514,Intermediate Level,Male,ClassA,0
68,683,Intermediate Level,Male,ClassA,0
57,0,Expert Level,Male,ClassA,0
73,733,Beginner Level,Male,ClassA,0
86,866,Intermediate Level,Male,ClassC,1
89,892,Intermediate Level,Male,ClassC,1
87,0,Beginner Level,Male,ClassC,1
64,0,Intermediate Level,Male,ClassC,0
64,644,Beginner Level,Male,ClassC,0
65,655,Beginner Level,Male,ClassC,0
72,724,Intermediate Level,Male,ClassC,0
65,0,Intermediate Level,Male,ClassC,0
62,0,Expert Level,Male,ClassC,0
87,876,Beginner Level,Male,ClassC,1
70,702,Intermediate Level,Male,ClassD,0
74,742,Intermediate Level,Male,ClassD,0
84,845,Beginner Level,Male,ClassD,1
67,675,Intermediate Level,Male,ClassD,0
78,0,Beginner Level,Male,ClassD,0
60,604,Beginner Level,Male,ClassD,0
51,514,Intermediate Level,Male,ClassD,0
62,626,Intermediate Level,Male,ClassD,0
80,0,Expert Level,Male,ClassD,0
62,624,Beginner Level,Male,ClassD,0
70,706,Intermediate Level,Male,ClassD,0
67,673,Intermediate Level,Male,ClassD,0
73,736,Beginner Level,Male,ClassD,0
53,0,Intermediate Level,Male,ClassD,0
72,0,Beginner Level,Male,ClassD,0
85,855,Beginner Level,Male,ClassD,1
68,683,Intermediate Level,Male,ClassD,0
63,635,Intermediate Level,Male,ClassD,0
56,565,Expert Level,Male,ClassD,0
62,624,Beginner Level,Male,ClassD,0
53,0,Intermediate Level,Male,ClassA,0
82,0,Intermediate Level,Male,ClassA,1
52,527,Beginner Level,Male,ClassA,0
76,764,Intermediate Level,Male,ClassA,0
76,766,Beginner Level,Male,ClassA,0
81,814,Beginner Level,Male,ClassA,1
76,766,Intermediate Level,Male,ClassA,0
48,483,Intermediate Level,Male,ClassA,0
67,0,Expert Level,Male,ClassA,0
52,523,Beginner Level,Male,ClassA,0
43,437,Intermediate Level,Female,ClassA,0
56,567,Intermediate Level,Female,ClassA,0
44,0,Beginner Level,Female,ClassA,0
75,756,Intermediate Level,Female,ClassA,0
55,553,Beginner Level,Female,ClassA,0
48,0,Beginner Level,Female,ClassA,0
63,0,Intermediate Level,Female,ClassA,0
41,416,Intermediate Level,Female,ClassA,0
49,496,Expert Level,Female,ClassA,0
52,527,Beginner Level,Female,ClassA,0
52,0,Intermediate Level,Male,ClassD,0
80,804,Intermediate Level,Male,ClassD,0
76,765,Beginner Level,Male,ClassD,0
68,0,Intermediate Level,Male,ClassD,0
85,853,Beginner Level,Male,ClassD,1
65,0,Beginner Level,Male,ClassD,0
89,0,Intermediate Level,Male,ClassD,1
82,822,Intermediate Level,Male,ClassD,1
67,676,Expert Level,Male,ClassD,0
75,0,Beginner Level,Male,ClassD,0
85,855,Intermediate Level,Male,ClassA,1
54,0,Intermediate Level,Male,ClassA,0
73,735,Beginner Level,Male,ClassA,0
54,544,Intermediate Level,Male,ClassA,0
61,615,Beginner Level,Male,ClassA,0
86,866,Beginner Level,Male,ClassA,1
85,856,Intermediate Level,Male,ClassA,1
51,513,Intermediate Level,Male,ClassA,0
45,455,Expert Level,Male,ClassA,0
49,494,Beginner Level,Male,ClassA,0
87,876,Intermediate Level,Male,ClassE,1
77,0,Intermediate Level,Male,ClassE,0
99,0,Beginner Level,Male,ClassE,1
98,982,Intermediate Level,Male,ClassE,1
71,714,Beginner Level,Male,ClassE,0
73,0,Beginner Level,Male,ClassE,0
77,773,Intermediate Level,Male,ClassE,0
78,784,Intermediate Level,Male,ClassE,0
97,975,Expert Level,Male,ClassE,1
91,912,Beginner Level,Male,ClassE,1
51,0,Intermediate Level,Male,ClassD,0
83,0,Intermediate Level,Male,ClassD,1
96,966,Beginner Level,Male,ClassD,1
66,663,Intermediate Level,Male,ClassD,0
59,595,Beginner Level,Male,ClassD,0
54,546,Beginner Level,Male,ClassD,0
73,733,Intermediate Level,Male,ClassD,0
72,725,Intermediate Level,Male,ClassD,0
91,914,Expert Level,Male,ClassD,1
87,877,Beginner Level,Male,ClassD,1
51,513,Intermediate Level,Female,ClassA,0
50,0,Intermediate Level,Female,ClassA,0
84,843,Beginner Level,Female,ClassA,1
41,0,Intermediate Level,Female,ClassA,0
59,596,Beginner Level,Female,ClassA,0
38,386,Beginner Level,Female,ClassA,0
69,695,Intermediate Level,Female,ClassA,0
55,0,Intermediate Level,Female,ClassA,0
64,644,Expert Level,Female,ClassA,0
76,0,Beginner Level,Female,ClassA,0
47,476,Intermediate Level,Female,ClassA,0
66,665,Intermediate Level,Female,ClassA,0
42,0,Beginner Level,Female,ClassA,0
73,0,Intermediate Level,Female,ClassA,0
78,786,Beginner Level,Female,ClassA,0
68,684,Beginner Level,Female,ClassA,0
49,495,Intermediate Level,Female,ClassA,0
80,802,Intermediate Level,Female,ClassA,0
58,586,Expert Level,Female,ClassA,0
68,687,Beginner Level,Female,ClassA,0
60,0,Intermediate Level,Male,ClassD,0
73,736,Intermediate Level,Male,ClassD,0
57,0,Beginner Level,Male,ClassD,0
78,783,Intermediate Level,Male,ClassD,0
52,524,Beginner Level,Male,ClassD,0
82,826,Beginner Level,Male,ClassD,1
80,804,Intermediate Level,Male,ClassD,0
69,693,Intermediate Level,Male,ClassD,0
76,0,Expert Level,Male,ClassD,0
74,746,Beginner Level,Male,ClassD,0
45,454,Intermediate Level,Male,ClassB,0
70,705,Intermediate Level,Male,ClassB,0
86,0,Beginner Level,Male,ClassB,1
53,534,Intermediate Level,Male,ClassB,0
82,823,Beginner Level,Male,ClassB,1
50,507,Beginner Level,Male,ClassB,0
81,816,Intermediate Level,Male,ClassB,1
74,746,Intermediate Level,Male,ClassB,0
55,552,Expert Level,Male,ClassB,0
83,0,Beginner Level,Male,ClassB,1
42,0,Intermediate Level,Male,ClassA,0
47,0,Intermediate Level,Male,ClassA,0
61,614,Beginner Level,Male,ClassA,0
54,0,Intermediate Level,Male,ClassA,0
36,364,Beginner Level,Male,ClassA,0
43,435,Beginner Level,Male,ClassA,0
42,422,Intermediate Level,Male,ClassA,0
68,0,Intermediate Level,Male,ClassA,0
54,0,Expert Level,Male,ClassA,0
63,634,Beginner Level,Male,ClassA,0
74,747,Intermediate Level,Male,ClassE,0
83,836,Intermediate Level,Male,ClassE,1
74,744,Beginner Level,Male,ClassE,0
84,843,Intermediate Level,Male,ClassE,1
73,734,Beginner Level,Male,ClassE,0
84,844,Beginner Level,Male,ClassE,1
82,0,Intermediate Level,Male,ClassE,1
89,893,Intermediate Level,Male,ClassE,1
75,754,Expert Level,Male,ClassE,0
95,0,Beginner Level,Male,ClassE,1
69,693,Intermediate Level,Female,ClassD,0
74,0,Intermediate Level,Female,ClassD,0
53,534,Beginner Level,Female,ClassD,0
55,555,Intermediate Level,Female,ClassD,0
89,895,Beginner Level,Female,ClassD,1
62,625,Beginner Level,Female,ClassD,0
68,684,Intermediate Level,Female,ClassD,0
55,555,Intermediate Level,Female,ClassD,0
66,664,Expert Level,Female,ClassD,0
51,515,Beginner Level,Female,ClassD,0
74,745,Intermediate Level,Male,ClassE,0
74,0,Intermediate Level,Male,ClassE,0
88,882,Beginner Level,Male,ClassE,1
91,916,Intermediate Level,Male,ClassE,1
87,0,Beginner Level,Male,ClassE,1
76,765,Beginner Level,Male,ClassE,0
74,744,Intermediate Level,Male,ClassE,0
83,836,Intermediate Level,Male,ClassE,1
77,773,Expert Level,Male,ClassE,0
74,0,Beginner Level,Male,ClassE,0
56,0,Intermediate Level,Male,ClassA,0
69,695,Intermediate Level,Male,ClassA,0
51,513,Beginner Level,Male,ClassA,0
81,815,Intermediate Level,Male,ClassA,1
42,425,Beginner Level,Male,ClassA,0
55,557,Beginner Level,Male,ClassA,0
77,774,Intermediate Level,Male,ClassA,0
55,554,Intermediate Level,Male,ClassA,0
43,0,Expert Level,Male,ClassA,0
54,545,Beginner Level,Male,ClassA,0
58,0,Intermediate Level,Male,ClassD,0
83,0,Intermediate Level,Male,ClassD,1
77,776,Beginner Level,Male,ClassD,0
57,575,Intermediate Level,Male,ClassD,0
78,784,Beginner Level,Male,ClassD,0
89,0,Beginner Level,Male,ClassD,1
77,774,Intermediate Level,Male,ClassD,0
68,0,Intermediate Level,Male,ClassD,0
61,614,Expert Level,Male,ClassD,0
75,0,Beginner Level,Male,ClassD,0
87,873,Intermediate Level,Male,ClassC,1
60,605,Intermediate Level,Male,ClassC,0
89,894,Beginner Level,Male,ClassC,1
86,862,Intermediate Level,Male,ClassC,1
88,884,Beginner Level,Male,ClassC,1
88,885,Beginner Level,Male,ClassC,1
68,684,Intermediate Level,Male,ClassC,0
64,643,Intermediate Level,Male,ClassC,0
86,0,Expert Level,Male,ClassC,1
87,875,Beginner Level,Male,ClassC,1
72,724,Intermediate Level,Male,ClassD,0
80,805,Intermediate Level,Male,ClassD,0
53,532,Beginner Level,Male,ClassD,0
59,596,Intermediate Level,Male,ClassD,0
98,986,Beginner Level,Male,ClassD,1
78,785,Beginner Level,Male,ClassD,0
57,574,Intermediate Level,Male,ClassD,0
65,653,Intermediate Level,Male,ClassD,0
66,664,Expert Level,Male,ClassD,0
56,0,Beginner Level,Male,ClassD,0
89,893,Intermediate Level,Male,ClassD,1
68,0,Intermediate Level,Male,ClassD,0
83,834,Beginner Level,Male,ClassD,1
84,844,Intermediate Level,Male,ClassD,1
99,996,Beginner Level,Male,ClassD,1
83,0,Beginner Level,Male,ClassD,1
72,0,Intermediate Level,Male,ClassD,0
78,787,Intermediate Level,Male,ClassD,0
54,545,Expert Level,Male,ClassD,0
88,884,Beginner Level,Male,ClassD,1
52,0,Intermediate Level,Male,ClassA,0
41,416,Intermediate Level,Male,ClassA,0
57,0,Beginner Level,Male,ClassA,0
86,864,Intermediate Level,Male,ClassA,1
46,0,Beginner Level,Male,ClassA,0
89,893,Beginner Level,Male,ClassA,1
84,843,Intermediate Level,Male,ClassA,1
50,0,Intermediate Level,Male,ClassA,0
63,632,Expert Level,Male,ClassA,0
88,886,Beginner Level,Male,ClassA,1
77,0,Intermediate Level,Male,ClassB,0
79,797,Intermediate Level,Male,ClassB,0
99,996,Beginner Level,Male,ClassB,1
77,772,Intermediate Level,Male,ClassB,0
70,706,Beginner Level,Male,ClassB,0
72,727,Beginner Level,Male,ClassB,0
84,843,Intermediate Level,Male,ClassB,1
88,0,Intermediate Level,Male,ClassB,1
43,432,Expert Level,Male,ClassB,0
48,482,Beginner Level,Male,ClassB,0
61,613,Intermediate Level,Male,ClassD,0
58,585,Intermediate Level,Male,ClassD,0
64,0,Beginner Level,Male,ClassD,0
50,0,Intermediate Level,Male,ClassD,0
52,525,Beginner Level,Male,ClassD,0
73,737,Beginner Level,Male,ClassD,0
83,834,Intermediate Level,Male,ClassD,1
83,837,Intermediate Level,Male,ClassD,1
60,606,Expert Level,Male,ClassD,0
77,774,Beginner Level,Male,ClassD,0
67,674,Intermediate Level,Male,ClassA,0
64,0,Intermediate Level,Male,ClassA,0
48,484,Beginner Level,Male,ClassA,0
63,636,Intermediate Level,Male,ClassA,0
48,0,Beginner Level,Male,ClassA,0
83,837,Beginner Level,Male,ClassA,1
75,753,Intermediate Level,Male,ClassA,0
52,523,Intermediate Level,Male,ClassA,0
67,0,Expert Level,Male,ClassA,0
88,883,Beginner Level,Male,ClassA,1
82,0,Intermediate Level,Female,ClassB,1
88,0,Intermediate Level,Female,ClassB,1
46,0,Beginner Level,Female,ClassB,0
58,585,Intermediate Level,Female,ClassB,0
81,0,Beginner Level,Female,ClassB,1
41,414,Beginner Level,Female,ClassB,0
87,872,Intermediate Level,Female,ClassB,1
74,742,Intermediate Level,Female,ClassB,0
86,865,Expert Level,Female,ClassB,1
79,792,Beginner Level,Female,ClassB,0
78,783,Intermediate Level,Male,ClassB,0
47,0,Intermediate Level,Male,ClassB,0
83,0,Beginner Level,Male,ClassB,1
80,806,Intermediate Level,Male,ClassB,0
77,0,Beginner Level,Male,ClassB,0
89,896,Beginner Level,Male,ClassB,1
77,0,Intermediate Level,Male,ClassB,0
79,794,Intermediate Level,Male,ClassB,0
98,985,Expert Level,Male,ClassB,1
76,764,Beginner Level,Male,ClassB,0
76,764,Intermediate Level,Female,ClassB,0
74,743,Intermediate Level,Female,ClassB,0
76,762,Beginner Level,Female,ClassB,0
76,764,Intermediate Level,Female,ClassB,0
73,733,Beginner Level,Female,ClassB,0
76,0,Beginner Level,Female,ClassB,0
88,882,Intermediate Level,Female,ClassB,1
59,0,Intermediate Level,Female,ClassB,0
82,824,Expert Level,Female,ClassB,1
48,0,Beginner Level,Female,ClassB,0
52,0,Intermediate Level,Male,ClassD,0
64,645,Intermediate Level,Male,ClassD,0
78,782,Beginner Level,Male,ClassD,0
62,0,Intermediate Level,Male,ClassD,0
80,0,Beginner Level,Male,ClassD,0
72,0,Beginner Level,Male,ClassD,0
84,844,Intermediate Level,Male,ClassD,1
76,0,Intermediate Level,Male,ClassD,0
82,824,Expert Level,Male,ClassD,1
79,794,Beginner Level,Male,ClassD,0
80,803,Intermediate Level,Male,ClassD,0
63,0,Intermediate Level,Male,ClassD,0
90,906,Beginner Level,Male,ClassD,1
69,695,Intermediate Level,Male,ClassD,0
81,0,Beginner Level,Male,ClassD,1
68,683,Beginner Level,Male,ClassD,0
65,0,Intermediate Level,Male,ClassD,0
74,746,Intermediate Level,Male,ClassD,0
64,0,Expert Level,Male,ClassD,0
91,914,Beginner Level,Male,ClassD,1
76,765,Intermediate Level,Male,ClassD,0
54,0,Intermediate Level,Male,ClassD,0
69,0,Beginner Level,Male,ClassD,0
58,584,Intermediate Level,Male,ClassD,0
81,813,Beginner Level,Male,ClassD,1
61,616,Beginner Level,Male,ClassD,0
61,617,Intermediate Level,Male,ClassD,0
59,593,Intermediate Level,Male,ClassD,0
83,833,Expert Level,Male,ClassD,1
65,0,Beginner Level,Male,ClassD,0
75,0,Intermediate Level,Male,ClassD,0
62,0,Intermediate Level,Male,ClassD,0
57,574,Beginner Level,Male,ClassD,0
54,0,Intermediate Level,Male,ClassD,0
87,0,Beginner Level,Male,ClassD,1
